Microsoft Windows [Version 10.0.15063]
(c) 2017 Microsoft Corporation. All rights reserved.

C:\WINDOWS\system32>cd C:\pyfiles

C:\PYFiles>python bitgemratios_1.py
Bitstamp & Gemini Arbitrage Trading Bot v1.0
created 8/30/2017 == christophercoca@gmail.com
Start Time: 2017-08-30T18:16:01.129000-07:00
R1: 0.25262 TIME: 2017-08-30T18:23:33.583000-07:00
R1: 0.25262 TIME: 2017-08-30T18:23:34.852000-07:00
R1: 0.25262 TIME: 2017-08-30T18:23:36.132000-07:00
R1: 0.14365 TIME: 2017-08-30T18:23:46.849000-07:00
R1: 0.11933 TIME: 2017-08-30T18:23:48.166000-07:00
R1: 0.10715 TIME: 2017-08-30T18:23:49.583000-07:00
R1: 0.09500 TIME: 2017-08-30T18:23:50.899000-07:00
R1: 0.09500 TIME: 2017-08-30T18:23:52.167000-07:00
R1: 0.09495 TIME: 2017-08-30T18:23:53.614000-07:00
R1: 0.09495 TIME: 2017-08-30T18:23:55.008000-07:00
R1: 0.09495 TIME: 2017-08-30T18:23:56.335000-07:00
R1: 0.09493 TIME: 2017-08-30T18:23:57.783000-07:00
R1: 0.09493 TIME: 2017-08-30T18:23:59.081000-07:00
R1: 0.09490 TIME: 2017-08-30T18:24:00.350000-07:00
R1: 0.09490 TIME: 2017-08-30T18:24:01.644000-07:00
R1: 0.09490 TIME: 2017-08-30T18:24:03.015000-07:00
R1: 0.09485 TIME: 2017-08-30T18:24:04.433000-07:00
R1: 0.09485 TIME: 2017-08-30T18:24:05.682000-07:00
R1: 0.09485 TIME: 2017-08-30T18:24:06.923000-07:00
R1: 0.09485 TIME: 2017-08-30T18:24:08.682000-07:00
R1: 0.09485 TIME: 2017-08-30T18:24:09.951000-07:00
R1: 0.09483 TIME: 2017-08-30T18:24:11.354000-07:00
R1: 0.09483 TIME: 2017-08-30T18:24:12.566000-07:00
R1: 0.09483 TIME: 2017-08-30T18:24:13.844000-07:00
R1: 0.09479 TIME: 2017-08-30T18:24:15.262000-07:00
R1: 0.09479 TIME: 2017-08-30T18:24:16.523000-07:00
R1: 0.09479 TIME: 2017-08-30T18:24:17.937000-07:00
R1: 0.09479 TIME: 2017-08-30T18:24:19.225000-07:00
R1: 0.09474 TIME: 2017-08-30T18:24:20.649000-07:00
R1: 0.09474 TIME: 2017-08-30T18:24:21.896000-07:00
R1: 0.09474 TIME: 2017-08-30T18:24:23.165000-07:00
R1: 0.09473 TIME: 2017-08-30T18:24:25.198000-07:00
R1: 0.09473 TIME: 2017-08-30T18:24:26.496000-07:00
R1: 0.09472 TIME: 2017-08-30T18:24:27.747000-07:00
R1: 0.14267 TIME: 2017-08-30T18:26:02.360000-07:00
R1: 0.15484 TIME: 2017-08-30T18:26:03.645000-07:00
R1: 0.14267 TIME: 2017-08-30T18:26:05.114000-07:00
R1: 0.10131 TIME: 2017-08-30T18:26:52.548000-07:00
R1: 0.08911 TIME: 2017-08-30T18:26:53.791000-07:00
R1: 0.08911 TIME: 2017-08-30T18:26:55.102000-07:00
R1: 0.08908 TIME: 2017-08-30T18:26:56.475000-07:00
R1: 0.08908 TIME: 2017-08-30T18:26:57.938000-07:00
R1: 0.07688 TIME: 2017-08-30T18:26:59.176000-07:00
R1: 0.07686 TIME: 2017-08-30T18:27:00.629000-07:00
R1: 0.04028 TIME: 2017-08-30T18:27:01.923000-07:00
R1: 0.01590 TIME: 2017-08-30T18:27:03.175000-07:00
R1: 0.02806 TIME: 2017-08-30T18:27:04.545000-07:00
R1: 0.01588 TIME: 2017-08-30T18:27:05.860000-07:00
R1: 0.00370 TIME: 2017-08-30T18:27:07.144000-07:00
R1: 0.00366 TIME: 2017-08-30T18:27:09.089000-07:00
R1: 0.00366 TIME: 2017-08-30T18:27:10.375000-07:00
R1: 0.15001 TIME: 2017-08-30T18:27:11.789000-07:00
R1: 0.12558 TIME: 2017-08-30T18:27:13.260000-07:00
R1: 0.10116 TIME: 2017-08-30T18:27:14.636000-07:00
R1: 0.07676 TIME: 2017-08-30T18:27:15.890000-07:00
R1: 0.06454 TIME: 2017-08-30T18:27:17.289000-07:00
R1: 0.06454 TIME: 2017-08-30T18:27:18.535000-07:00
R1: 0.46859 TIME: 2017-08-30T18:27:19.913000-07:00
R1: 0.01576 TIME: 2017-08-30T18:27:21.190000-07:00
R1: 0.01576 TIME: 2017-08-30T18:27:22.460000-07:00
R1: 0.46857 TIME: 2017-08-30T18:27:23.875000-07:00
R1: 0.45628 TIME: 2017-08-30T18:27:25.133000-07:00
R1: 0.38259 TIME: 2017-08-30T18:27:26.542000-07:00
R1: 0.35805 TIME: 2017-08-30T18:27:27.774000-07:00
R1: 0.32126 TIME: 2017-08-30T18:27:29.044000-07:00
R1: 0.29674 TIME: 2017-08-30T18:27:30.473000-07:00
R1: 0.28449 TIME: 2017-08-30T18:27:31.719000-07:00
R1: 0.24776 TIME: 2017-08-30T18:27:32.989000-07:00
R1: 0.23551 TIME: 2017-08-30T18:27:34.259000-07:00
R1: 0.21104 TIME: 2017-08-30T18:27:35.528000-07:00
R1: 0.32117 TIME: 2017-08-30T18:27:44.848000-07:00
R1: 0.29666 TIME: 2017-08-30T18:27:46.132000-07:00
R1: 0.23542 TIME: 2017-08-30T18:27:47.614000-07:00
R1: 0.14984 TIME: 2017-08-30T18:27:48.889000-07:00
R1: 0.12541 TIME: 2017-08-30T18:27:50.150000-07:00
R1: 0.10098 TIME: 2017-08-30T18:27:51.573000-07:00
R1: 0.07658 TIME: 2017-08-30T18:27:52.818000-07:00
R1: 0.05219 TIME: 2017-08-30T18:27:54.057000-07:00
R1: 0.01559 TIME: 2017-08-30T18:27:55.453000-07:00
R1: 0.00341 TIME: 2017-08-30T18:27:57.949000-07:00
R1: 0.19865 TIME: 2017-08-30T18:27:59.174000-07:00
R1: 0.16198 TIME: 2017-08-30T18:28:00.458000-07:00
R1: 0.13752 TIME: 2017-08-30T18:28:01.909000-07:00
R1: 0.07649 TIME: 2017-08-30T18:28:03.157000-07:00
R1: 0.06429 TIME: 2017-08-30T18:28:04.573000-07:00
R1: 0.03990 TIME: 2017-08-30T18:28:05.833000-07:00
R1: 0.03990 TIME: 2017-08-30T18:28:07.044000-07:00
R1: 0.03986 TIME: 2017-08-30T18:28:08.473000-07:00
R1: 0.03986 TIME: 2017-08-30T18:28:09.740000-07:00
R1: 0.03986 TIME: 2017-08-30T18:28:11.014000-07:00
R1: 0.03986 TIME: 2017-08-30T18:28:12.244000-07:00
R1: 0.03986 TIME: 2017-08-30T18:28:13.518000-07:00
R1: 0.03984 TIME: 2017-08-30T18:28:14.927000-07:00
R1: 0.03984 TIME: 2017-08-30T18:28:16.172000-07:00
R1: 0.03983 TIME: 2017-08-30T18:28:17.688000-07:00
R1: 0.03983 TIME: 2017-08-30T18:28:19.003000-07:00
R1: 0.03983 TIME: 2017-08-30T18:28:20.239000-07:00
R1: 0.11301 TIME: 2017-08-30T18:28:21.625000-07:00
R1: 0.06420 TIME: 2017-08-30T18:28:22.888000-07:00
R1: 0.06420 TIME: 2017-08-30T18:28:24.150000-07:00
R1: 0.05197 TIME: 2017-08-30T18:28:25.530000-07:00
R1: 0.05197 TIME: 2017-08-30T18:28:26.788000-07:00
R1: 0.05197 TIME: 2017-08-30T18:28:28.124000-07:00
R1: 0.05195 TIME: 2017-08-30T18:28:29.357000-07:00
R1: 0.02757 TIME: 2017-08-30T18:28:30.756000-07:00
R1: 0.05195 TIME: 2017-08-30T18:28:32.003000-07:00
R1: 0.05193 TIME: 2017-08-30T18:28:33.388000-07:00
R1: 0.08852 TIME: 2017-08-30T18:28:34.630000-07:00
R1: 0.03974 TIME: 2017-08-30T18:28:35.851000-07:00
R1: 0.06413 TIME: 2017-08-30T18:28:37.403000-07:00
R1: 0.03974 TIME: 2017-08-30T18:28:38.657000-07:00
R1: 0.05193 TIME: 2017-08-30T18:28:39.928000-07:00
R1: 0.03974 TIME: 2017-08-30T18:28:41.188000-07:00
R1: 0.03974 TIME: 2017-08-30T18:28:42.441000-07:00
R1: 0.03974 TIME: 2017-08-30T18:28:43.923000-07:00
R1: 0.03974 TIME: 2017-08-30T18:28:45.186000-07:00
R1: 0.03973 TIME: 2017-08-30T18:28:46.630000-07:00
R1: 0.03973 TIME: 2017-08-30T18:28:47.920000-07:00
R1: 0.03973 TIME: 2017-08-30T18:28:49.155000-07:00
R1: 0.03973 TIME: 2017-08-30T18:28:50.571000-07:00
